OrderDate,Category,City,Country,CustomerName,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Region,Sales,Segment,ShipDate,ShipMode,State,Sub_Category,DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude,ShippingDelay,OrderMonth,OrderYear
2013-09-20,Office Supplies,Columbus,United States,Theone Pippenger,0.0,CA-2013-142370,31907,Letter Slitter,0,2,South,5,Consumer,2013-09-24,Standard Class,Georgia,Supplies,4,7,Shipped Early,6,,5.04,0.0,,32.4779,-84.898,-2,9,2013
2013-09-20,Office Supplies,Orange,United States,Shirley Daniels,0.0,CA-2013-102932,7050,Acme Forged Steel Scissors with Black Enamel Handles,8,3,East,28,Home Office,2013-09-24,Second Class,New Jersey,Supplies,4,37,Shipped Late,3,,27.93,0.2857142857142857,,40.7692,-74.2355,1,9,2013
2013-09-20,Office Supplies,Orange,United States,Shirley Daniels,0.0,CA-2013-102932,7050,Storex DuraTech Recycled Plastic Frosted Binders,13,6,East,25,Home Office,2013-09-24,Second Class,New Jersey,Binders,4,33,Shipped Late,3,,25.44,0.52,,40.7692,-74.2355,1,9,2013
2013-09-20,Office Supplies,Providence,United States,Clytie Kelty,0.0,CA-2013-158610,2908,Home/Office Personal File Carts,17,2,East,70,Consumer,2013-09-23,First Class,Rhode Island,Storage,3,91,Shipped Late,1,,69.52,0.24285714285714285,,41.8383,-71.4377,2,9,2013
2013-09-20,Office Supplies,Providence,United States,Rick Huthwaite,0.0,CA-2013-168354,2908,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages",8,3,East,17,Home Office,2013-09-22,First Class,Rhode Island,Paper,2,22,Shipped Late,1,,17.04,0.47058823529411764,,41.8383,-71.4377,1,9,2013
2013-09-20,Office Supplies,Providence,United States,Rick Huthwaite,0.0,CA-2013-168354,2908,"Hot File 7-Pocket, Floor Stand",482,9,East,1606,Home Office,2013-09-22,First Class,Rhode Island,Storage,2,2105,Shipped Late,1,,1606.23,0.3001245330012453,,41.8383,-71.4377,1,9,2013
2013-09-20,Office Supplies,Providence,United States,Rick Huthwaite,0.0,CA-2013-168354,2908,JM Magazine Binder,24,3,East,50,Home Office,2013-09-22,First Class,Rhode Island,Binders,2,65,Shipped Late,1,,49.53,0.48,,41.8383,-71.4377,1,9,2013
2013-09-20,Office Supplies,San Francisco,United States,Chuck Clark,0.2,US-2013-114888,94109,Cardinal Holdit Business Card Pockets,4,3,West,12,Home Office,2013-09-25,Second Class,California,Binders,5,16,Shipped Late,3,,11.95,0.3333333333333333,,37.7917,-122.4186,2,9,2013
2013-09-20,Office Supplies,San Francisco,United States,Chuck Clark,0.0,US-2013-114888,94109,Kleencut Forged Office Shears by Acme United Corporation,2,3,West,6,Home Office,2013-09-25,Second Class,California,Supplies,5,8,Shipped Late,3,,6.24,0.3333333333333333,,37.7917,-122.4186,2,9,2013
2013-09-20,Office Supplies,San Francisco,United States,Frank Hawley,0.2,CA-2013-168557,94122,Avery Heavy-Duty EZD  Binder With Locking Rings,3,2,West,9,Corporate,2013-09-24,Standard Class,California,Binders,4,12,Shipped Early,6,,8.93,0.3333333333333333,,37.7593,-122.4836,-2,9,2013
2013-09-20,Office Supplies,Stockton,United States,Scot Wooten,0.0,CA-2013-130267,95207,"Xerox Color Copier Paper, 11 x 17, Ream",74,7,West,160,Consumer,2013-09-24,Standard Class,California,Paper,4,210,Shipped Early,6,,159.88,0.4625,,38.0024,-121.3238,-2,9,2013
2013-09-20,Technology,Columbus,United States,Theone Pippenger,0.0,CA-2013-142370,31907,Logitech Wireless Marathon Mouse M705,107,5,South,250,Consumer,2013-09-24,Standard Class,Georgia,Accessories,4,328,Shipped Early,6,,249.95,0.428,,32.4779,-84.898,-2,9,2013
2013-09-21,Furniture,Greensboro,United States,Filia McAdams,0.2,CA-2013-134516,27405,Dana Swing-Arm Lamps,1,2,South,17,Corporate,2013-09-26,Standard Class,North Carolina,Furnishings,5,22,Shipped Early,6,,17.09,0.058823529411764705,,36.1214,-79.7733,-1,9,2013
2013-09-21,Furniture,Greensboro,United States,Filia McAdams,0.2,CA-2013-134516,27405,"Global High-Back Leather Tilter, Burgundy",-11,1,South,98,Corporate,2013-09-26,Standard Class,North Carolina,Chairs,5,129,Shipped Early,6,,98.39,-0.11224489795918367,,36.1214,-79.7733,-1,9,2013
2013-09-21,Furniture,Seattle,United States,Heather Jas,0.0,CA-2013-166772,98105,OSullivan 5-Shelf Heavy-Duty Bookcases,41,2,West,164,Home Office,2013-09-25,Standard Class,Washington,Bookcases,4,215,Shipped Early,6,,163.88,0.25,,47.6633,-122.3022,-2,9,2013
2013-09-21,Office Supplies,Grand Rapids,United States,Edward Nazzal,0.0,CA-2013-126284,49505,GBC Poly Designer Binding Covers,41,5,Central,84,Consumer,2013-09-25,Standard Class,Michigan,Binders,4,110,Shipped Early,6,,83.7,0.4880952380952381,,43.012,-85.6309,-2,9,2013
2013-09-21,Office Supplies,New York City,United States,Helen Abelman,0.0,CA-2013-145611,10035,Honeywell Quietcare HEPA Air Cleaner,130,5,East,393,Consumer,2013-09-25,Standard Class,New York,Appliances,4,515,Shipped Early,6,,393.25,0.33078880407124683,,40.8011,-73.9371,-2,9,2013
2013-09-21,Office Supplies,San Francisco,United States,Greg Maxwell,0.2,CA-2013-100244,94122,Fellowes PB200 Plastic Comb Binding Machine,88,2,West,272,Corporate,2013-09-25,Standard Class,California,Binders,4,356,Shipped Early,6,,271.98,0.3235294117647059,,37.7593,-122.4836,-2,9,2013
2013-09-21,Office Supplies,San Francisco,United States,Greg Maxwell,0.2,CA-2013-100244,94122,Ibico Plastic Spiral Binding Combs,16,2,West,49,Corporate,2013-09-25,Standard Class,California,Binders,4,64,Shipped Early,6,,48.64,0.32653061224489793,,37.7593,-122.4836,-2,9,2013
2013-09-21,Office Supplies,San Francisco,United States,Greg Maxwell,0.0,CA-2013-100244,94122,Newell 343,3,4,West,12,Corporate,2013-09-25,Standard Class,California,Art,4,15,Shipped Early,6,,11.76,0.25,,37.7593,-122.4836,-2,9,2013
2013-09-21,Office Supplies,San Francisco,United States,Greg Maxwell,0.0,CA-2013-100244,94122,Strathmore Photo Frame Cards,30,9,West,66,Corporate,2013-09-25,Standard Class,California,Paper,4,86,Shipped Early,6,,65.79,0.45454545454545453,,37.7593,-122.4836,-2,9,2013
2013-09-21,Office Supplies,San Francisco,United States,Greg Maxwell,0.0,CA-2013-100244,94122,Xerox 1944,38,2,West,78,Corporate,2013-09-25,Standard Class,California,Paper,4,102,Shipped Early,6,,77.52,0.48717948717948717,,37.7593,-122.4836,-2,9,2013
2013-09-23,Furniture,Broomfield,United States,Suzanne McNair,0.2,CA-2013-125724,80020,Aluminum Document Frame,9,7,West,68,Corporate,2013-09-28,Standard Class,Colorado,Furnishings,5,90,Shipped Early,6,,68.43,0.1323529411764706,,39.9245,-105.0609,-1,9,2013
2013-09-23,Furniture,Green Bay,United States,Chris Selesnick,0.0,CA-2013-119641,54302,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",8,2,Central,19,Corporate,2013-09-27,Standard Class,Wisconsin,Furnishings,4,25,Shipped Early,6,,18.96,0.42105263157894735,,44.5025,-87.9771,-2,9,2013
2013-09-23,Furniture,Louisville,United States,Ann Steele,0.0,US-2013-155404,40214,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,6,2,South,13,Home Office,2013-09-29,Standard Class,Kentucky,Furnishings,6,17,Shipped On Time,6,,13.28,0.46153846153846156,,38.1593,-85.778,0,9,2013
2013-09-23,Office Supplies,Grand Rapids,United States,Ryan Crowe,0.0,US-2013-157728,49505,"RSVP Cards & Envelopes, Blank White, 8-1/2 X 11, 24 Cards/25 Envelopes/Set",17,7,Central,36,Consumer,2013-09-29,Standard Class,Michigan,Paper,6,47,Shipped On Time,6,,35.56,0.4722222222222222,,43.012,-85.6309,0,9,2013
2013-09-23,Office Supplies,Lawrence,United States,Anna Chung,0.0,CA-2013-158617,46226,Xerox 1895,16,6,Central,36,Consumer,2013-09-29,Standard Class,Indiana,Paper,6,47,Shipped On Time,6,,35.88,0.4444444444444444,,39.8326,-86.0836,0,9,2013
2013-09-23,Office Supplies,New York City,United States,Sam Zeldin,0.0,CA-2013-135965,10035,"Sortfiler Multipurpose Personal File Organizer, Black",37,6,East,128,Home Office,2013-09-26,First Class,New York,Storage,3,168,Shipped Late,1,,128.34,0.2890625,,40.8011,-73.9371,2,9,2013
2013-09-23,Office Supplies,Parma,United States,Nora Pelletier,0.2,CA-2013-166653,44134,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",20,2,East,64,Home Office,2013-09-25,Second Class,Ohio,Envelopes,2,84,Shipped Early,3,,63.97,0.3125,,41.3853,-81.7044,-1,9,2013
2013-09-23,Office Supplies,Pembroke Pines,United States,Amy Cox,0.7,CA-2013-116232,33024,Acco Suede Grain Vinyl Round Ring Binder,-6,9,South,8,Consumer,2013-09-27,Standard Class,Florida,Binders,4,10,Shipped Early,6,,7.51,-0.75,,26.0296,-80.2489,-2,9,2013
2013-09-23,Office Supplies,Pembroke Pines,United States,Amy Cox,0.2,CA-2013-116232,33024,"Avery Address/Shipping Labels for Typewriters, 4 x 2",6,2,South,17,Consumer,2013-09-27,Standard Class,Florida,Labels,4,22,Shipped Early,6,,16.56,0.35294117647058826,,26.0296,-80.2489,-2,9,2013
2013-09-23,Office Supplies,Philadelphia,United States,Pierre Wener,0.2,CA-2013-120257,19140,Newell 348,1,3,East,8,Consumer,2013-09-29,Standard Class,Pennsylvania,Art,6,10,Shipped On Time,6,,7.87,0.125,,40.0118,-75.1456,0,9,2013
2013-09-23,Office Supplies,Philadelphia,United States,Robert Dilbeck,0.2,CA-2013-151974,19134,Avery 476,5,5,East,17,Home Office,2013-09-30,Standard Class,Pennsylvania,Labels,7,22,Shipped Late,6,,16.52,0.29411764705882354,,39.9925,-75.1133,1,9,2013
2013-09-23,Office Supplies,Smyrna,United States,Sally Hughsby,0.2,CA-2013-109743,37167,Berol Giant Pencil Sharpener,5,3,South,41,Corporate,2013-09-30,Standard Class,Tennessee,Art,7,53,Shipped Late,6,,40.78,0.12195121951219512,,35.9656,-86.5048,1,9,2013
2013-09-23,Technology,Grand Rapids,United States,Ryan Crowe,0.0,US-2013-157728,49505,Panasonic KX TS208W Corded phone,27,2,Central,98,Consumer,2013-09-29,Standard Class,Michigan,Phones,6,128,Shipped On Time,6,,97.98,0.2755102040816326,,43.012,-85.6309,0,9,2013
2013-09-23,Technology,Smyrna,United States,Sally Hughsby,0.2,CA-2013-109743,37167,PayAnywhere Card Reader,6,8,South,64,Corporate,2013-09-30,Standard Class,Tennessee,Phones,7,84,Shipped Late,6,,63.94,0.09375,,35.9656,-86.5048,1,9,2013
2013-09-24,Furniture,Columbus,United States,Russell Applegate,0.0,CA-2013-149979,31907,Hon Mobius Operators Chair,81,3,South,369,Consumer,2013-09-29,Second Class,Georgia,Chairs,5,483,Shipped Late,3,,368.97,0.21951219512195122,,32.4779,-84.898,2,9,2013
2013-09-24,Furniture,Fairfield,United States,Kelly Lampkin,0.2,US-2013-129469,45014,"Rubbermaid ClusterMat Chairmats, Mat Size- 66 x 60, Lip 20 x 11 -90 Degree Angle",-27,6,East,533,Corporate,2013-09-28,Standard Class,Ohio,Furnishings,4,698,Shipped Early,6,,532.7,-0.05065666041275797,,39.3266,-84.5479,-2,9,2013
2013-09-24,Furniture,Lancaster,United States,Joni Sundaresam,0.2,CA-2013-124016,43130,"Eldon 400 Class Desk Accessories, Black Carbon",8,4,East,28,Home Office,2013-09-27,Second Class,Ohio,Furnishings,3,37,Shipped On Time,3,,28.0,0.2857142857142857,,39.7187,-82.6031,0,9,2013
2013-09-24,Furniture,Seattle,United States,Dave Poirier,0.2,CA-2013-159009,98115,Global Deluxe Steno Chair,-21,3,West,185,Corporate,2013-09-28,Standard Class,Washington,Chairs,4,242,Shipped Early,6,,184.75,-0.11351351351351352,,47.6849,-122.2968,-2,9,2013
2013-09-24,Office Supplies,Columbus,United States,Russell Applegate,0.0,CA-2013-149979,31907,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,34,5,South,118,Consumer,2013-09-29,Second Class,Georgia,Storage,5,155,Shipped Late,3,,118.25,0.288135593220339,,32.4779,-84.898,2,9,2013
2013-09-24,Office Supplies,Fairfield,United States,Kelly Lampkin,0.2,US-2013-129469,45014,"Dixon Ticonderoga Maple Cedar Pencil, #2",0,2,East,5,Corporate,2013-09-28,Standard Class,Ohio,Art,4,6,Shipped Early,6,,4.91,0.0,,39.3266,-84.5479,-2,9,2013
2013-09-24,Office Supplies,Lancaster,United States,Joni Sundaresam,0.7,CA-2013-124016,43130,Fellowes Black Plastic Comb Bindings,-10,7,East,12,Home Office,2013-09-27,Second Class,Ohio,Binders,3,16,Shipped On Time,3,,12.2,-0.8333333333333334,,39.7187,-82.6031,0,9,2013
2013-09-24,Office Supplies,Lancaster,United States,Joni Sundaresam,0.2,CA-2013-124016,43130,Xerox 1970,4,3,East,12,Home Office,2013-09-27,Second Class,Ohio,Paper,3,16,Shipped On Time,3,,11.95,0.3333333333333333,,39.7187,-82.6031,0,9,2013
2013-09-24,Office Supplies,New York City,United States,Clay Rozendal,0.2,CA-2013-101742,10009,Staples,4,7,East,11,Home Office,2013-09-29,Second Class,New York,Binders,5,14,Shipped Late,3,,10.53,0.36363636363636365,,40.7262,-73.9796,2,9,2013
2013-09-24,Office Supplies,San Diego,United States,Darrin Van Huff,0.0,CA-2013-106656,92037,Avery 51,9,3,West,19,Corporate,2013-09-27,First Class,California,Labels,3,25,Shipped Late,1,,18.9,0.47368421052631576,,32.8455,-117.2521,2,9,2013
2013-09-24,Office Supplies,San Diego,United States,Darrin Van Huff,0.0,CA-2013-106656,92037,Poly String Tie Envelopes,2,2,West,4,Corporate,2013-09-27,First Class,California,Envelopes,3,5,Shipped Late,1,,4.08,0.5,,32.8455,-117.2521,2,9,2013
2013-09-24,Office Supplies,Seattle,United States,Candace McMahon,0.0,CA-2013-110730,98115,Acme Design Stainless Steel Bent Scissors,4,2,West,14,Corporate,2013-09-27,Second Class,Washington,Supplies,3,18,Shipped On Time,3,,13.68,0.2857142857142857,,47.6849,-122.2968,0,9,2013
2013-09-24,Office Supplies,Seattle,United States,Dave Poirier,0.2,CA-2013-159009,98115,"ACCOHIDE 3-Ring Binder, Blue, 1",4,4,West,13,Corporate,2013-09-28,Standard Class,Washington,Binders,4,17,Shipped Early,6,,13.22,0.3076923076923077,,47.6849,-122.2968,-2,9,2013
2013-09-25,Furniture,Aurora,United States,Craig Leslie,0.2,CA-2013-108875,80013,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,8,2,West,21,Home Office,2013-10-02,Standard Class,Colorado,Furnishings,7,28,Shipped Late,6,,21.44,0.38095238095238093,,39.6575,-104.7846,1,9,2013
2013-09-25,Furniture,Bloomington,United States,Ruben Dartt,0.0,CA-2013-154235,47401,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",22,3,Central,128,Consumer,2013-09-29,Standard Class,Indiana,Furnishings,4,168,Shipped Early,6,,127.95,0.171875,,39.1401,-86.5083,-2,9,2013
2013-09-25,Furniture,Columbus,United States,Pete Kriz,0.3,US-2013-134488,43229,Office Star - Contemporary Task Swivel Chair,-13,2,East,155,Consumer,2013-10-02,Standard Class,Ohio,Chairs,7,204,Shipped Late,6,,155.37,-0.08387096774193549,,40.0839,-82.9726,1,9,2013
2013-09-25,Furniture,Los Angeles,United States,Edward Hooks,0.2,CA-2013-100944,90049,Hon Olson Stacker Stools,56,5,West,563,Corporate,2013-09-29,Standard Class,California,Chairs,4,738,Shipped Early,6,,563.24,0.0994671403197158,,34.066,-118.474,-2,9,2013
2013-09-25,Furniture,San Francisco,United States,Edward Becker,0.0,US-2013-147340,94110,Nu-Dell Executive Frame,23,5,West,63,Corporate,2013-09-25,Same Day,California,Furnishings,0,83,Shipped On Time,0,,63.2,0.36507936507936506,,37.7509,-122.4153,0,9,2013
2013-09-25,Office Supplies,Aurora,United States,Craig Leslie,0.2,CA-2013-108875,80013,Sensible Storage WireTech Storage Systems,-96,9,West,511,Home Office,2013-10-02,Standard Class,Colorado,Storage,7,670,Shipped Late,6,,511.06,-0.18786692759295498,,39.6575,-104.7846,1,9,2013
2013-09-25,Office Supplies,Broken Arrow,United States,Benjamin Patterson,0.0,CA-2013-141551,74012,Avery Heavy-Duty EZD View Binder with Locking Rings,3,1,Central,6,Consumer,2013-10-01,Standard Class,Oklahoma,Binders,6,8,Shipped On Time,6,,6.38,0.5,,36.0447,-95.8079,0,9,2013
2013-09-25,Office Supplies,Broken Arrow,United States,Benjamin Patterson,0.0,CA-2013-141551,74012,Xerox 232,3,1,Central,6,Consumer,2013-10-01,Standard Class,Oklahoma,Paper,6,8,Shipped On Time,6,,6.48,0.5,,36.0447,-95.8079,0,9,2013
2013-09-25,Office Supplies,Los Angeles,United States,Edward Hooks,0.0,CA-2013-100944,90049,"Tyvek Interoffice Envelopes, 9 1/2 x 12 1/2, 100/Box",143,5,West,305,Corporate,2013-09-29,Standard Class,California,Envelopes,4,400,Shipped Early,6,,304.9,0.46885245901639344,,34.066,-118.474,-2,9,2013
2013-09-25,Office Supplies,Los Angeles,United States,Laura Armstrong,0.0,CA-2013-155187,90004,"REDIFORM Incoming/Outgoing Call Register, 11 X 8 1/2, 100 Messages",21,5,West,42,Corporate,2013-09-27,Second Class,California,Paper,2,55,Shipped Early,3,,41.7,0.5,,34.0762,-118.3029,-1,9,2013
2013-09-25,Office Supplies,Los Angeles,United States,Laura Armstrong,0.0,CA-2013-155187,90004,"Tennsco Lockers, Gray",3,2,West,42,Corporate,2013-09-27,Second Class,California,Storage,2,55,Shipped Early,3,,41.96,0.07142857142857142,,34.0762,-118.3029,-1,9,2013
2013-09-25,Office Supplies,Rockford,United States,Michael Kennedy,0.8,CA-2013-132479,61107,GBC ProClick 150 Presentation Binding System,-730,7,Central,442,Corporate,2013-09-27,First Class,Illinois,Binders,2,580,Shipped Late,1,,442.37,-1.6515837104072397,,42.2786,-89.0361,1,9,2013
2013-09-26,Furniture,La Crosse,United States,Steve Chapman,0.0,US-2013-124163,54601,Eldon Expressions Mahogany Wood Desk Collection,17,11,Central,69,Corporate,2013-10-01,Standard Class,Wisconsin,Furnishings,5,90,Shipped Early,6,,68.64,0.2463768115942029,,43.7989,-91.2175,-1,9,2013
2013-09-26,Furniture,La Crosse,United States,Steve Chapman,0.0,US-2013-124163,54601,"Global Fabric Managers Chair, Dark Gray",50,2,Central,202,Corporate,2013-10-01,Standard Class,Wisconsin,Chairs,5,265,Shipped Early,6,,201.96,0.24752475247524752,,43.7989,-91.2175,-1,9,2013
2013-09-26,Furniture,Long Beach,United States,Dan Lawera,0.2,US-2013-125402,90805,"Global Airflow Leather Mesh Back Chair, Black",60,4,West,483,Consumer,2013-10-02,Standard Class,California,Chairs,6,633,Shipped On Time,6,,483.14,0.12422360248447205,,33.8635,-118.1801,0,9,2013
2013-09-26,Furniture,Phoenix,United States,Adrian Barton,0.5,US-2013-122245,85023,Bevis Boat-Shaped Conference Table,-204,3,West,393,Consumer,2013-10-01,Standard Class,Arizona,Tables,5,515,Shipped Early,6,,393.17,-0.5190839694656488,,33.6324,-112.1118,-1,9,2013
2013-09-26,Furniture,San Francisco,United States,Aaron Smayling,0.15,CA-2013-148747,94110,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",84,2,West,478,Corporate,2013-09-28,First Class,California,Bookcases,2,626,Shipped Late,1,,477.67,0.17573221757322174,,37.7509,-122.4153,1,9,2013
2013-09-26,Office Supplies,Cleveland,United States,Tony Sayre,0.2,CA-2013-113978,44105,Eldon Gobal File Keepers,-5,2,East,24,Consumer,2013-09-30,Standard Class,Ohio,Storage,4,32,Shipped Early,6,,24.22,-0.20833333333333334,,41.4509,-81.619,-2,9,2013
2013-09-26,Office Supplies,Cleveland,United States,Tony Sayre,0.2,CA-2013-113978,44105,Hoover Shoulder Vac Commercial Portable Vacuum,18,1,East,286,Consumer,2013-09-30,Standard Class,Ohio,Appliances,4,375,Shipped Early,6,,286.26,0.06293706293706294,,41.4509,-81.619,-2,9,2013
2013-09-26,Office Supplies,Cleveland,United States,Tony Sayre,0.2,CA-2013-113978,44105,"SAFCO Commercial Wire Shelving, Black",-83,3,East,332,Consumer,2013-09-30,Standard Class,Ohio,Storage,4,434,Shipped Early,6,,331.54,-0.25,,41.4509,-81.619,-2,9,2013
2013-09-26,Office Supplies,Irving,United States,Nicole Hansen,0.2,CA-2013-123722,75061,Avery 499,5,4,Central,16,Corporate,2013-10-02,Standard Class,Texas,Labels,6,21,Shipped On Time,6,,15.94,0.3125,,32.8267,-96.9633,0,9,2013
2013-09-26,Office Supplies,La Crosse,United States,Steve Chapman,0.0,US-2013-124163,54601,Manco Dry-Lighter Erasable Highlighter,1,1,Central,3,Corporate,2013-10-01,Standard Class,Wisconsin,Art,5,4,Shipped Early,6,,3.04,0.3333333333333333,,43.7989,-91.2175,-1,9,2013
2013-09-26,Office Supplies,Long Beach,United States,Dan Lawera,0.0,US-2013-125402,90805,Alphabetical Labels for Top Tab Filing,15,2,West,30,Consumer,2013-10-02,Standard Class,California,Labels,6,39,Shipped On Time,6,,29.6,0.5,,33.8635,-118.1801,0,9,2013
2013-09-26,Office Supplies,Long Beach,United States,Dan Lawera,0.0,US-2013-125402,90805,"Ampad Evidence Wirebond Steno Books, 6 x 9",5,5,West,11,Consumer,2013-10-02,Standard Class,California,Paper,6,14,Shipped On Time,6,,10.9,0.45454545454545453,,33.8635,-118.1801,0,9,2013
2013-09-26,Office Supplies,Long Beach,United States,Dan Lawera,0.0,US-2013-125402,90805,Avery 513,2,1,West,5,Consumer,2013-10-02,Standard Class,California,Labels,6,7,Shipped On Time,6,,4.98,0.4,,33.8635,-118.1801,0,9,2013
2013-09-26,Office Supplies,Long Beach,United States,Dan Lawera,0.0,US-2013-125402,90805,Newell 346,2,2,West,6,Consumer,2013-10-02,Standard Class,California,Art,6,8,Shipped On Time,6,,5.76,0.3333333333333333,,33.8635,-118.1801,0,9,2013
2013-09-26,Office Supplies,San Francisco,United States,Julia West,0.0,CA-2013-101385,94109,BIC Brite Liner Highlighters,7,4,West,17,Consumer,2013-10-02,Standard Class,California,Art,6,22,Shipped On Time,6,,16.56,0.4117647058823529,,37.7917,-122.4186,0,9,2013
2013-09-26,Office Supplies,Tigard,United States,Katrina Edelman,0.7,CA-2013-140417,97224,GBC Poly Designer Binding Covers,-4,1,West,5,Corporate,2013-09-30,Standard Class,Oregon,Binders,4,7,Shipped Early,6,,5.02,-0.8,,45.4094,-122.8014,-2,9,2013
2013-09-26,Office Supplies,Tigard,United States,Katrina Edelman,0.2,CA-2013-140417,97224,"REDIFORM Incoming/Outgoing Call Register, 11 X 8 1/2, 100 Messages",23,9,West,60,Corporate,2013-09-30,Standard Class,Oregon,Paper,4,79,Shipped Early,6,,60.05,0.38333333333333336,,45.4094,-122.8014,-2,9,2013
2013-09-26,Technology,La Crosse,United States,Steve Chapman,0.0,US-2013-124163,54601,Logitech Wireless Headset h800,175,5,Central,500,Corporate,2013-10-01,Standard Class,Wisconsin,Accessories,5,655,Shipped Early,6,,499.95,0.35,,43.7989,-91.2175,-1,9,2013
2013-09-26,Technology,Long Beach,United States,Dan Lawera,0.2,US-2013-125402,90805,Canon PC-428 Personal Copier,162,3,West,480,Consumer,2013-10-02,Standard Class,California,Copiers,6,629,Shipped On Time,6,,479.98,0.3375,,33.8635,-118.1801,0,9,2013
2013-09-26,Technology,Long Beach,United States,Dan Lawera,0.2,US-2013-125402,90805,"SmartStand Mobile Device Holder, Assorted Colors",4,8,West,45,Consumer,2013-10-02,Standard Class,California,Phones,6,59,Shipped On Time,6,,44.74,0.08888888888888889,,33.8635,-118.1801,0,9,2013
2013-09-27,Furniture,Decatur,United States,Natalie Fritzler,0.3,US-2013-157945,62521,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,-96,3,Central,748,Consumer,2013-10-02,Standard Class,Illinois,Chairs,5,980,Shipped Early,6,,747.56,-0.12834224598930483,,39.8395,-88.9465,-1,9,2013
2013-09-27,Furniture,Hesperia,United States,Sally Hughsby,0.15,US-2013-146794,92345,Bestar Classic Bookcase,20,5,West,425,Corporate,2013-10-02,Standard Class,California,Bookcases,5,557,Shipped Early,6,,424.96,0.047058823529411764,,34.4222,-117.3025,-1,9,2013
2013-09-27,Furniture,Houston,United States,Lisa Ryan,0.3,CA-2013-143406,77041,High-Back Leather Managers Chair,-136,5,Central,455,Corporate,2013-10-01,Standard Class,Texas,Chairs,4,596,Shipped Early,6,,454.96,-0.2989010989010989,,29.8602,-95.5817,-2,9,2013
2013-09-27,Office Supplies,Covington,United States,Steve Nguyen,0.0,CA-2013-169957,98042,Belkin 7 Outlet SurgeMaster II,66,6,West,237,Home Office,2013-10-01,Standard Class,Washington,Appliances,4,310,Shipped Early,6,,236.88,0.27848101265822783,,47.368,-122.1206,-2,9,2013
2013-09-27,Office Supplies,Covington,United States,Steve Nguyen,0.0,CA-2013-169957,98042,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),15,5,West,30,Home Office,2013-10-01,Standard Class,Washington,Paper,4,39,Shipped Early,6,,29.9,0.5,,47.368,-122.1206,-2,9,2013
2013-09-27,Office Supplies,Decatur,United States,Natalie Fritzler,0.2,US-2013-157945,62521,Staples,3,2,Central,9,Consumer,2013-10-02,Standard Class,Illinois,Envelopes,5,12,Shipped Early,6,,8.93,0.3333333333333333,,39.8395,-88.9465,-1,9,2013
2013-09-27,Office Supplies,Houston,United States,Lisa Ryan,0.8,CA-2013-143406,77041,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,-251,2,Central,93,Corporate,2013-10-01,Standard Class,Texas,Appliances,4,122,Shipped Early,6,,93.03,-2.6989247311827955,,29.8602,-95.5817,-2,9,2013
2013-09-27,Office Supplies,Houston,United States,Matt Hagelstein,0.8,CA-2013-132017,77041,GBC Recycled VeloBinder Covers,-12,2,Central,7,Corporate,2013-09-28,First Class,Texas,Binders,1,9,Shipped On Time,1,,6.82,-1.7142857142857142,,29.8602,-95.5817,0,9,2013
2013-09-27,Office Supplies,Houston,United States,Shahid Collister,0.8,US-2013-149790,77095,Ibico Recycled Linen-Style Covers,-25,2,Central,16,Consumer,2013-10-02,Standard Class,Texas,Binders,5,20,Shipped Early,6,,15.62,-1.5625,,29.8941,-95.6481,-1,9,2013
2013-09-27,Office Supplies,Iowa City,United States,Charles Sheldon,0.0,CA-2013-157714,52240,Hammermill Color Copier Paper (28Lb. and 96 Bright),4,1,Central,10,Corporate,2013-10-02,Second Class,Iowa,Paper,5,13,Shipped Late,3,,9.99,0.4,,41.6355,-91.5016,2,9,2013
2013-09-27,Office Supplies,Redlands,United States,Chuck Magee,0.0,CA-2013-145898,92374,Advantus Rolling Storage Box,14,3,West,51,Consumer,2013-09-27,Same Day,California,Storage,0,67,Shipped On Time,0,,51.45,0.27450980392156865,,34.065,-117.1672,0,9,2013
2013-09-27,Office Supplies,Redlands,United States,Chuck Magee,0.0,CA-2013-145898,92374,Avery 494,4,3,West,8,Consumer,2013-09-27,Same Day,California,Labels,0,10,Shipped On Time,0,,7.83,0.5,,34.065,-117.1672,0,9,2013
2013-09-27,Office Supplies,Redlands,United States,Chuck Magee,0.0,CA-2013-145898,92374,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),13,5,West,30,Consumer,2013-09-27,Same Day,California,Paper,0,39,Shipped On Time,0,,29.9,0.43333333333333335,,34.065,-117.1672,0,9,2013
